county,geometry
Juba,"list(c(32.102242458, 32.0983431340001, 32.173154229, 32.124364384, 32.1390214410001, 32.150385634, 32.007268755, 32.065816569, 32.0691968850001, 32.072321882, 32.049553288, 31.9975107870001, 31.984500161, 31.8641518760001, 31.7633195290001, 31.7242876540001, 31.7280266820001, 31.6939381330001, 31.618544485, 31.5774206770001, 31.4563339090001, 31.2104255680001, 31.1090661970001, 31.0588037650001, 31.042811172, 31.1273434450001, 31.175321221, 31.1867445010001, 31.1273434450001, 31.175321221, 30.5138318080001, 
30.5142994920001, 30.5370680870001, 30.5372546340001, 30.70295356, 30.8037859070001, 30.862333721, 30.9111235660001, 30.891607628, 30.9046182540001, 30.937144817, 30.9631660680001, 30.9306395040001, 30.9241796430001, 31.0016873650001, 31.1821751890001, 31.2529995250001, 31.7373465970001, 31.8287328370001, 32.102242458, 5.36787817400005, 5.21346490900004, 4.95325240100004, 4.59871286000003, 4.57306301000006, 4.55317567100008, 4.51739645100002, 4.47836457500006, 4.37019449000007, 4.27019456900007, 
4.23766800500005, 4.24417331800004, 4.10430909500008, 4.03925596800002, 4.02949799800007, 4.00022409200005, 3.99162432500003, 3.95753577500005, 4.02379079900004, 4.12888497500006, 4.12203100800002, 4.02022182200005, 4.15401619100004, 4.11517704000005, 4.25225639900003, 4.27510296000003, 4.25454105500006, 4.30480348700007, 4.33221935900002, 4.37334316800008, 4.67002446600003, 4.67027130000002, 4.80037755300003, 4.80043243200004, 4.84916739900007, 4.93048380700003, 4.93048380700003, 5.03456881100004, 
5.08335865500004, 5.15166443900006, 5.15166443900006, 5.20695959600005, 5.25574944200002, 5.38519492000006, 5.27121297600007, 5.31233678400002, 5.31233678400002, 5.12271033700006, 5.46540873600003, 5.36787817400005))"
